ip_address,processor,processes,users,os_name,os_version
172.31.80.104,x86_64,"systemd,kthreadd,rcu_gp,rcu_par_gp,slub_flushwq,netns,kworker/0:0H-events_highpri,mm_percpu_wq,rcu_tasks_kthread,rcu_tasks_rude_kthread,rcu_tasks_trace_kthread,ksoftirqd/0,rcu_preempt,migration/0,cpuhp/0,kdevtmpfs,inet_frag_wq,kauditd,khungtaskd,oom_reaper,writeback,kcompactd0,khugepaged,cryptd,kintegrityd,kblockd,blkcg_punt_bio,xen-balloon,tpm_dev_wq,md,edac-poller,watchdogd,kworker/0:1H-kblockd,kswapd0,xfsalloc,xfs_mru_cache,kthrotld,xenbus,xenwatch,nvme-wq,nvme-reset-wq,nvme-delete-wq,mld,ipv6_addrconf,kstrp,zswap-shrink,kworker/u31:0,xfs-buf/xvda1,xfs-conv/xvda1,xfs-reclaim/xvd,xfs-blockgc/xvd,xfs-inodegc/xvd,xfs-log/xvda1,xfs-cil/xvda1,xfsaild/xvda1,systemd-journald,systemd-udevd,systemd-resolved,auditd,rpciod,xprtiod,ata_sff,scsi_eh_0,scsi_tmf_0,scsi_eh_1,scsi_tmf_1,systemd-inhibit,lsmd,rngd,systemd-homed,systemd-logind,dbus-broker-launch,systemd-networkd,dbus-broker,acpid,gssproxy,amazon-ssm-agent,sshd,atd,agetty,agetty,chronyd,sshd,systemd-userdbd,systemd,(sd-pam),sshd,bash,containerd,dockerd,kworker/0:2-inet_frag_wq,kworker/u30:1-writeback,kworker/0:3-cgroup_destroy,kworker/u30:2-flush-202:0,systemd-userwork:,systemd-userwork:,systemd-userwork:,kworker/0:0-mm_percpu_wq,sshd,sshd,bash,kworker/u30:0-events_unbound,kworker/0:1,python3,python3","ec2-user,ec2-user",Linux,#1 SMP PREEMPT_DYNAMIC Tue Sep 10 08:59:12 UTC 2024
